annualized_turnover,annualized_vol,avg_holding_period,avg_latency_ms,avg_market_impact_bps,avg_slippage_bps,calmar_ratio,cancel_rate,expected_shortfall_95,fill_rate,iqm_return,is_bps,maker_fill_ratio,max_drawdown,max_drawdown_duration,n_fills,n_states,net_pnl,partial_fill_rate,sharpe_ratio,sortino_ratio,symbol,timing_score,total_commission,total_impact,total_realized_pnl,total_slippage,total_unrealized_pnl,var_95,vwap_diff_bps
45.719936922060796,77241961.44552206,5040.0,1.4803160429109867,10.358917966046896,10.47081525409093,45535894.22454289,0.944640434192673,2324352.226160949,2.005463433336528,7.259489668677976,19.726234938867634,0.0,0.9999997608366248,137.0,208.0,5161.0,37379049.08645113,0.010312075983717774,0.5895226180414995,4.830686959188331,000270,0.28365384615384615,3689588.263173221,5792694.529961515,137035328.60148278,6192303.331453312,-95966691.25185843,1677648.2481875939,20.370016180354757
50.284304555745194,37688717.856344596,5041.0,1.4898363359459164,0.2624267471669832,-0.6631142880497042,65240181.84674649,0.9344141488577745,1185956.1613540153,1.521132897603486,-1.4809871640030643,3.6077183493285907,0.0,0.467786210190804,108.0,178.0,5161.0,30578971.542329,0.0,0.809750481153895,5.61258829433526,000660,0.7134831460674157,3642047.9118771786,116532.72603922724,65227644.7804881,2017629.647538132,-31006625.326281928,962683.6974458514,-29.381908556288494
40.55749478744915,105863681.94654183,5040.0,1.4825960787946073,28.436562297323775,22.514182896316484,287384196.23623586,0.9803508771929824,1700346.5831168653,1.6250709018718095,21.796325067860238,50.00930808432443,0.0,0.999997860606197,52.0,89.0,5161.0,100346266.2774834,0.004210526315789474,2.714656963786579,40.2301568809724,000810,0.16853932584269662,1427715.542135688,6613927.941406957,123771565.17451459,6319962.763024338,-21997583.354895502,931188.2817156016,-23.962401480364168
81.46704225448981,140629771.56022456,5039.0,1.4840821766993735,0.9209339526470299,-5.731113030209078,268127266.89567167,0.973026130935656,2469018.5643399507,2.4539930555555554,-8.671773302500133,6.3943179490893165,0.0,0.9999984736776791,78.0,96.0,5161.0,101068264.81422733,0.0014048890137679123,1.906615183060397,27.095456115814688,005380,0.75,3149067.0507201534,341121.6367431906,145812055.87554696,3065848.39198714,-41594724.01059948,1631026.1395451399,49.25116800245189
50.88499564968325,109383573.42788793,5041.0,1.517510735664677,3.7982850402211534,-2.681758166410198,243119815.97841322,0.9415204678362573,635870.0392951071,2.332128659197687,-3.90918102923053,7.996935709508089,0.0,0.9999873644118488,71.0,113.0,5161.0,108030572.51444994,0.01063264221158958,2.2226074391034953,83.486936889331,005490,0.5132743362831859,2308445.239283645,1364424.4678228223,118782664.39120835,1343009.7092013669,-8443646.63747476,555898.8384940728,-27.45587353575223
66.68472497142734,62793726.876555994,5041.0,1.4948215938894376,0.40316200250547873,-0.7412419407378568,107261010.29355289,0.8892645815722738,972805.4821088314,2.105099663473984,-1.7122868344695303,0.9904569345661879,0.0,0.999993307986996,146.0,253.0,5161.0,107255957.83398394,0.001267962806424345,1.7081370677732899,23.426205059978145,005930,0.7075098814229249,6736782.675354796,319414.2991233065,126425665.0433701,2483541.400196324,-12432924.534031363,503096.78040165524,-2.3264689133642285
41.026780479868926,72017912.69272232,2519.0,1.4900287531015666,1.396112383812841,-2.583412693479449,80445893.36269921,0.9578284052350945,637914.0444749432,2.5949023861171367,-4.59008822639009,3.2888641423825677,0.0,0.9999993356993426,215.0,241.0,5161.0,76603212.63095644,0.022297624818225885,1.1170254304047431,28.40132841288015,006400,0.6182572614107884,3959940.5205523623,1034825.3049583129,98393673.59777689,2024462.7278301003,-17830520.44626809,532214.530764377,-13.282376000358925
15.138303872075921,10758644.014129492,5041.0,1.500707413158744,0.7254165134945848,2.6566004147873543,-2033920.370942242,0.9706606942889138,627111.0839953348,1.8217153870864118,-4.138696429123379,13.83726951684323,0.0,0.9999998987381292,113.0,135.0,5161.0,-1094849.1396250115,0.0015677491601343784,-0.18904986188895942,-0.6948814623463727,006800,0.7481481481481481,835065.3935053801,158775.09485699225,8181247.3728375845,934913.4457424568,-8441031.118957216,307101.11209059216,32.76936506446367
56.219063035379996,77960619.80735685,5040.0,1.4983795126904582,4.3143926254535145,5.86951064909195,1608868573.5888376,0.9499327052489905,1359969.7248460054,1.9122879602813405,-0.2504259228742252,6.461065971612588,0.0,0.2605562993406828,77.0,187.0,5161.0,315354460.7266487,0.004576043068640646,5.3770845164608625,70.49630817354648,009150,0.5561497326203209,4189154.8860717835,2390927.910454313,126140663.8043915,3666395.642598418,193402951.808329,914235.5351853988,-94.24357517387725
31.317492364702264,31566912.288113914,5041.0,1.5024531888665797,9.953459337166478,3.7157240535636196,37739989.11365308,0.963963963963964,541679.0621997486,1.985995623632385,3.762392724488952,21.02734631835607,0.0,0.9999544942200069,85.0,159.0,5161.0,23579690.160204902,0.008278548819089359,1.1955008897155062,16.561487952987573,009540,0.4025157232704403,1982324.518581992,3655266.3535728427,31652173.33877574,3547665.9783498244,-6090158.659988841,423920.59178773285,-66.25315501706292
44.38664103746083,33697635.31409207,5041.0,1.5027566268081902,13.629020110387971,9.543319783145652,39322695.26378777,0.9829695370592468,632853.4454419892,1.418546365914787,5.588298442216994,21.367576130496314,0.0,0.9999998300330758,58.0,75.0,5161.0,11524026.248055192,0.0014391940513312545,1.1669272402561075,14.90079904486229,010120,0.3333333333333333,1353789.6451220275,1979652.0307500523,15884931.75925421,2233526.103426841,-3007115.866076991,355612.3238310126,-128.1367736704773
25.568324544813752,33823252.53890456,836.3333333333334,1.4854321692375099,16.78567218603112,16.817187174626625,-8974239.148112655,0.925914348233823,980487.9665073113,1.6513859275053304,14.966283717434894,27.336441097692376,0.0,0.9999999872266129,203.0,262.0,5161.0,-9303167.190360256,0.030321975617380433,-0.2653274998659213,-1.9579331367895536,010130,0.11068702290076336,2636679.3030508836,6120431.209736825,68602519.68702771,5828182.889046242,-75269007.57433708,873995.5756429732,34.10735329758476
22.567728374586014,42752561.58103553,5041.0,1.4973905813509516,0.8302890774300719,-0.14900893254950504,104053281.94841747,0.9787899084617102,320651.6130304545,2.3147232801231667,-1.2997550079279907,6.073457504362327,0.0,0.9999981189211404,54.0,95.0,5161.0,38798844.157292,0.0008930564858227283,2.4338444848213516,70.0295152214153,010140,0.7263157894736842,881960.0355490681,238286.17094590003,45046482.67813757,743416.5063627876,-5365678.485296506,245531.61391557826,71.66744327102742
33.34981734548167,56547563.56481856,5041.0,1.5113375476008897,8.118627336710905,7.4640497646845905,7560824.047292595,0.9611021069692058,880480.8884555241,1.6528323051037577,6.30030337585588,16.771915714955156,0.0,0.9999997989957488,131.0,191.0,5161.0,5680479.351581024,0.010804970286331712,0.1337073085185731,1.944045711342117,012330,0.6020942408376964,2567505.111381872,4011750.803089838,44757978.40659273,4275507.282218352,-36509993.94362983,740420.1897114249,16.38966096003084
23.147301754394213,16228435.029427912,5039.0,1.4447296356064352,7.355422165066262,17.967613441339378,69850832.05304673,0.9923388913925192,594162.5902483515,1.1019108280254777,3.869215355843414,36.91560473869484,0.0,0.9999972400461572,12.0,27.0,5161.0,7181643.229422297,0.0006759801712483101,4.304212891835251,23.654549038797455,012450,0.5185185185185185,248561.5071417917,307121.6531884933,8647653.077339478,813198.5250090464,-1217448.3407753892,482784.65375583473,155.81828155948773
17.91084392777778,131356851.41526082,5041.0,1.5077924654564039,2.4469403273297186,1.065015476328828,379826693.8558877,0.9772987846824123,604500.0179233501,2.141276130618937,-0.3633975464235778,6.845327686305513,0.0,0.9999809694976042,69.0,108.0,5161.0,161249969.10268238,0.005503324925475808,2.891508600205025,134.71787691385447,015760,0.6574074074074074,803032.8601496357,602866.5794333959,169382412.27813876,629223.4725952815,-7329410.315306747,422666.2944765976,40.23413082763631
22.086820566185537,75266455.57299341,5041.0,1.5015907566520195,4.396009340607177,7.640606956467528,285145174.42978644,0.9894096439837765,2472384.0684862235,1.8881789137380192,-5.068630916862054,20.22657573220509,0.0,0.9998531244959709,29.0,58.0,5161.0,64486444.70863283,0.005407841369986481,3.787919750147892,24.974714515020782,028260,0.5517241379310345,520486.68490150373,525114.6844486755,76678391.39603616,1833337.9726619483,-11671460.002501834,1887599.8474998756,92.88865055267078
26.660593640825912,66826499.56414734,5040.0,1.5112019051004981,7.156969071182276,5.46255655751019,72863813.46445653,0.9621736814064997,851522.5061821133,1.7835201328352013,0.6901916645041949,20.020411440173497,0.0,0.9999863177242261,84.0,182.0,5161.0,52285905.56182815,0.017847629195524774,1.0903281931103561,20.98331099017256,032830,0.5384615384615384,1939220.3940334932,2619018.8518438996,78337314.05608195,2647104.164833224,-24112188.100220304,368416.8045718297,-49.81425503725342
41.90807442216226,62740479.55480402,5041.0,1.4825863640907178,1.3646541249194073,1.1081534306276608,173635671.445971,0.980028129395218,1330401.7659714129,1.6627710504083357,0.4573396857518219,11.685494589711398,0.0,0.9999977254811747,47.0,76.0,5161.0,51668254.209092736,0.0033755274261603376,2.767515928160807,28.67136202604109,034020,0.5921052631578947,1300971.9149611697,301579.7087590627,58467126.2375848,1115310.4302446246,-5497900.113530896,327055.9031131839,18.23679005425903
43.578808184082945,82657403.54187107,2335.0,1.5056543553452562,4.9747182920385855,0.918574653319249,206973371.01143658,0.975925100312082,490230.8396108491,2.537613981762918,-1.3178953865552239,9.490778245194562,0.0,0.999969290929466,56.0,133.0,5161.0,108397302.94673246,0.0073562193490860454,2.5039138199731372,90.79463577630355,034730,0.3308270676691729,2408334.598288917,2115748.88858689,117923938.82082333,1415289.5253472056,-7118301.275801939,369430.8674750912,-26.991612019437035
69.81233290409934,234267413.25309855,5035.0,1.5148163264916505,2.8496328534968107,1.5445526536380338,1363628605.7408729,0.9948630136986302,155009.6537705697,2.9444976076555025,-9.163132100859285,14.973168575003633,0.0,0.99999638276468,8.0,25.0,5161.0,129855308.22652906,0.0017123287671232876,5.820799633374877,2037.200993111676,035420,0.48,705895.2998902593,263100.8613337449,127016169.90549721,2002754.2011659935,3545033.6209221166,144993.93576232658,-130.86012318461266
16.60911769673643,57969866.35011417,5041.0,1.4974556497072027,1.610161269367802,1.1098146217772025,4133520884.378009,0.9878445843281962,265882.77968388796,1.5856006697362914,-3.507811340103862,9.194753073562827,0.0,0.048058094395636214,41.0,59.0,5161.0,55668720.59817703,0.0004341219882787063,3.4267654792925155,149.7606907209028,035720,0.711864406779661,400858.68095802097,127787.21618688352,58660289.6474653,422868.29635309067,-2590710.3683302533,221884.5218105774,-57.60361731018566
43.804310531229,71165464.45590909,5041.0,1.5086243929168432,5.373540699788337,5.089897402014853,82647858.63204373,0.9525157232704402,978101.2303922722,1.9552,4.110507451903788,10.722317590494924,0.0,0.999999286731032,128.0,176.0,5161.0,57375419.31479432,0.011320754716981131,1.1613470145072369,19.784312111934952,042660,0.3806818181818182,3071529.8386376477,2639641.630915793,105432640.47461109,2475468.835991876,-44985691.32117912,944027.4203954217,13.466453938720708
56.39413309684961,203449301.89790055,5041.0,1.4935387543575307,2.248865097566621,14.82547369836951,822546967.851627,0.9914990082176254,495086.04043429205,1.8283772302463892,-3.4298696156199453,12.812068256282485,0.0,0.9999995732919323,18.0,30.0,5161.0,94645621.00212811,0.001700198356474922,4.043005354115142,361.58751983896474,042700,0.7333333333333333,684881.1000901195,211999.29904137424,98208303.47564313,1083273.1740315286,-2877801.373424896,422617.2013704807,-35.17177049034692
46.7456517293008,91489268.94022721,5039.0,1.5018240873974071,8.656458691242413,2.4619401209271174,819123161.3561337,0.9793545325106787,1564598.6227097164,2.0612176252943155,1.0007237789090029,16.537257143046318,0.0,0.19883216858587938,41.0,104.0,5161.0,76522587.53900394,0.0049833887043189366,1.7801872984444547,23.15534259750428,051910,0.3557692307692308,1970122.182261439,2866768.0968051893,88661355.97639565,2305286.0788040278,-10168646.255130269,788513.1389631314,-40.5342110966966
14.048362767673794,90051102.74075103,5041.0,1.5103812609307683,2.889805252317677,46.35410067900077,-106744829.51181571,0.9917480998914223,9568900.476636602,1.457592686642966,1.9412002140287412,16.893016486037066,0.0,0.9999999866210011,25.0,47.0,5161.0,-19486919.272854745,0.001737242128121607,-1.1853805765264802,-2.21582352628261,055550,0.40425531914893614,283534.36376084376,328363.3010246382,54986015.11453454,849359.0043053406,-74189400.02362844,6460531.432847578,-8.498320254756598
23.707475234648435,37453527.178153485,5041.0,1.4902234680831736,5.692233196019772,5.8910951323093546,26871223.15641257,0.93984,515733.331465077,1.5733923934626546,2.9959881656099685,13.35612882148518,0.0,0.9999989955062506,156.0,219.0,5161.0,23226016.485336278,0.0208,0.7174543544756113,11.939623750210371,064350,0.3013698630136986,2102493.371807938,2249870.5729371924,46124202.35105984,2297153.3609436243,-20795692.493915625,397437.8003067691,-16.415372401208792
67.2450496631287,95818345.37024313,5041.0,1.5021950042064973,2.0988511591881114,-0.8977720965017688,3648241611.56982,0.983176645225136,594471.942807138,2.4684962195463456,-4.669348537057189,4.986588565877288,0.0,0.06267548079549244,21.0,69.0,5161.0,71538798.57657155,0.0019792182088075212,2.3863415317780126,78.39912419116536,068270,0.7681159420289855,1895614.517773557,519027.2308117116,75520556.96356332,1932967.8317512947,-2086143.86921822,551708.9416498264,4.116164343239506
19.806902670570537,30078061.72037754,4914.0,1.5021503049454477,6.147088480134087,12.876204986443229,-33320733.61147825,0.9398892697073556,1598537.3270075985,1.53394901144641,7.965455191313332,24.268725886361118,0.0,0.9999999884467043,255.0,346.0,5161.0,-45638310.663642734,0.013182177695755339,-1.1078085262369002,-5.153058868330086,086790,0.15028901734104047,2744979.162371256,4713208.76322336,53206169.880864896,5300323.975131817,-96099501.38213637,749236.465334523,48.64922262226297
14.402260604623509,29538353.32906708,5041.0,1.5240963151518965,10.518057930170016,10.513203970670535,102851257.88583116,0.9894350022967386,346449.9454517501,1.346376811594203,3.3469948867309287,23.87037850153127,0.0,0.9999986772933017,29.0,54.0,5161.0,21631225.062305033,0.004134129536058797,3.4819517763223873,68.59606962270551,096770,0.25925925925925924,331470.35506189475,700908.4024875439,23157233.989890028,750002.2046675398,-1194538.572523098,254780.00877846012,58.50323817929572
40.19368688183814,39668088.358055025,5041.0,1.5009243217410155,8.900146122300228,3.9775884996184177,25280212.081161752,0.942938209331652,954266.200568711,1.6816772860340967,7.98972643301555,16.319404969238725,0.0,0.9999991195106669,159.0,194.0,5161.0,19360953.660715044,0.006305170239596469,0.6372928686156681,7.259281428717077,105560,0.27319587628865977,3089309.9877400175,4448809.917024513,54890632.40660542,6121022.205519768,-32440368.75815036,546334.1754034379,-14.967929661725458
41.78794241038192,51006565.82770207,1258.5,1.4848099722595618,9.844896995208268,8.46886432352863,24566267.916139353,0.923598714744734,611635.5127173724,1.6018584703359542,7.460407802754607,14.240200524295922,0.0,0.9999999167246431,114.0,226.0,5161.0,21897221.05992419,0.018921813637986434,0.4816294818466781,9.180555084205746,207940,0.19469026548672566,3750656.8880083314,4854582.432893943,49125903.11850585,4834301.969121649,-23478025.17057333,521665.30362768937,-3.11815349875444
62.16369372204545,124047893.10041593,5041.0,1.4887716813551226,22.44443411594688,15.013939988951334,259171464.70291,0.9797250058261477,2794072.463027552,2.333852867830424,11.74772923008384,30.24164311227163,0.0,0.9999960962676184,63.0,87.0,5161.0,88391513.0224873,0.0032626427406199023,2.0892773467508565,19.813578254486366,267250,0.3103448275862069,2099635.56782023,6228378.268863457,113898189.5706651,4686476.046211379,-23407040.98035757,1113742.6794508467,-96.58267061658762
59.371353243923444,78929960.31361574,2520.0,1.4788640676438003,5.6155869125784585,2.387668530415388,112638251.29832576,0.9615491009681881,1458716.815235512,2.1176165803108806,1.4237317906153877,9.046835931550456,0.0,0.9999991555918721,159.0,172.0,5161.0,76404633.6276027,0.009405255878284923,1.4270646499519437,17.506457558370183,267260,0.5872093023255814,4025058.8766024495,2788414.3854196593,109740664.81830232,2544838.0748803862,-29310972.31409717,746269.4244544505,-7.539531952579445
22.84822460521417,8278442.425379445,2520.0,1.4935501071894643,3.1925038681508284,5.479594664893408,3893918.07823925,0.9523391812865497,214508.59959211404,1.3794999345464065,2.139979760125935,9.22910960838964,0.0,0.9999933337652465,159.0,165.0,5161.0,2520629.0241602017,0.003216374269005848,0.47036530791464093,3.5570702938374668,272210,0.49696969696969695,1528111.4387137312,1071812.0211379873,5394977.219723438,1149867.1127775356,-1346236.7568495052,179359.82209899026,-36.253386975884034
28.85086233846719,22543714.070306905,358.35714285714283,1.4906975633778938,20.2074906271468,24.055141021383587,-7225505.069486358,0.4416475972540046,757940.1944909402,1.1159114857744994,20.512579909581625,28.05330380782306,0.0,0.9999999746084219,166.0,253.0,5161.0,-7271571.344837568,0.12356979405034325,-0.320510846770202,-2.4409339459220023,298040,0.05928853754940711,2841508.81005017,7078119.908745196,30779450.56010482,8009779.271354913,-35209513.09489222,537822.3020767365,-2.047580159226709
10.478353113343443,62306666.6400212,5041.0,1.5184214259250728,2.091293190969171,-3.272393168610205,2489455751.726336,0.9803875787999066,653050.5167237163,1.780817843866171,-4.919061714417831,10.830855456593598,0.0,0.07514173265271222,48.0,94.0,5161.0,69197958.26063491,0.0018678496381041327,3.0022793488172623,56.77964216739358,316140,0.648936170212766,406420.3241175358,301751.90835086186,75611790.7170737,400112.80377403746,-6007412.132321233,413022.63641807734,-27.00553759062785
15.16052212826028,32160417.188686017,2518.0,1.4864919688395022,2.939298770013969,-7.948514903374225,97075982.86952081,0.9953693495038589,268456.9160675829,1.4970760233918128,-10.330804796841724,25.702188050958593,0.0,0.9999987483227407,9.0,25.0,5161.0,9244713.873977717,0.0002205071664829107,3.018488870718747,57.11007233991903,329180,0.72,148253.84939450026,159457.6028250163,9588423.553255592,445020.42227087467,-195455.82988337404,114158.88977797874,-100.91980424831947
41.123289686891916,132362593.21030875,5041.0,1.5065575409520888,5.447262953557206,4.647246855479457,1342219021.1200807,0.9826697892271663,1677588.7858063043,2.1955372871403407,-2.2443744875428004,14.856100352705914,0.0,0.34395467835530485,62.0,88.0,5161.0,159364669.98944065,0.006323185011709602,3.4878623974841707,60.67934374691828,373220,0.6022727272727273,1476784.2294001551,1502924.2543419874,167884126.77250007,3124125.723203694,-7042672.553659258,1621021.799792966,13.769619888101209
48.391850601901176,44569561.15028153,2507.5,1.4815756066739687,3.5393079378206704,3.6818277051433617,48982813.8328173,0.9561354802887285,2160280.162469619,1.8694744169857291,-1.8109786366890779,16.12213510543628,0.0,0.9999960892763045,64.0,173.0,5161.0,33416865.31337782,0.009161576901721266,1.099015135226593,5.420534158894102,402340,0.6127167630057804,3361839.5391718526,1676447.842070503,66910527.37067029,3859612.0238418933,-30131822.518120617,1609690.7563443524,-58.13298746089458
